short_name,long_name,age,nationality_name,player_positions,club_name,league_name,league_level,value_eur,wage_eur,release_clause_eur,overall,potential,international_reputation,pace,shooting,passing,dribbling,defending,physic,preferred_foot,weak_foot,skill_moves,attacking_finishing,attacking_short_passing,attacking_crossing,skill_dribbling,skill_ball_control,mentality_vision,mentality_composure,power_stamina,power_strength,movement_acceleration,movement_sprint_speed,movement_agility,defending_marking_awareness,defending_standing_tackle,mentality_positioning,work_rate,body_type
M. Diaby,Moussa Diaby,23,France,"RM, LM",Aston Villa,Premier League,1.0,60500000.0,105000.0,119500000.0,84,88,3,95.0,73.0,75.0,86.0,42.0,59.0,Left,3,4,80,80,76,87,85,77,75.0,82,44,95,95,92,48,35,79,High/Low,Normal (170-185)
Gabriel Martinelli,Gabriel Teodoro Martinelli Silva,22,Brazil,"LW, LM",Arsenal,Premier League,1.0,61500000.0,145000.0,121500000.0,84,88,2,89.0,78.0,76.0,86.0,46.0,72.0,Right,3,4,83,79,79,89,84,79,79.0,82,63,91,88,87,44,44,82,High/High,Lean (170-185)
A. Ramsdale,Aaron Ramsdale,25,England,GK,Arsenal,Premier League,1.0,43000000.0,105000.0,84900000.0,84,87,2,,,,,,,Right,3,1,14,56,15,18,36,65,65.0,35,59,47,50,53,20,16,18,Medium/Medium,Lean (185+)
R. Kolo Muani,Randal Kolo Muani,24,France,"ST, RM",Paris Saint Germain,Ligue 1,1.0,58500000.0,110000.0,112600000.0,84,87,3,91.0,78.0,73.0,86.0,38.0,67.0,Right,4,4,82,80,64,88,85,82,86.0,74,74,90,91,84,32,33,85,High/Medium,Lean (185+)
L. Martínez,Lisandro Martínez,25,Argentina,CB,Manchester United,Premier League,1.0,49500000.0,140000.0,97800000.0,84,87,2,73.0,59.0,78.0,79.0,85.0,83.0,Left,3,3,52,83,75,76,81,76,87.0,81,80,77,70,77,86,87,62,Medium/High,Normal (170-185)
Bremer,Gleison Bremer Silva Nascimento,26,Brazil,CB,Juventus,Serie A,1.0,49000000.0,135000.0,87000000.0,84,87,1,80.0,50.0,56.0,65.0,85.0,83.0,Right,2,2,49,69,46,62,65,45,78.0,76,85,77,83,65,84,87,58,Medium/High,Stocky (185+)
Bruno Guimarães,Bruno Guimarães Rodriguez Moura,25,Brazil,"CM, CDM",Newcastle United,Premier League,1.0,55500000.0,145000.0,109600000.0,84,87,2,71.0,74.0,81.0,84.0,80.0,81.0,Right,2,3,72,87,70,85,85,86,87.0,87,78,69,72,77,80,84,78,High/High,Lean (170-185)
N. Süle,Niklas Süle,27,Germany,"CB, RB",Borussia Dortmund,Bundesliga,1.0,45000000.0,66000.0,79900000.0,84,86,3,73.0,51.0,68.0,62.0,85.0,85.0,Right,3,3,36,81,48,60,69,66,84.0,64,95,60,83,34,85,87,42,Medium/Medium,Stocky (185+)
Rúben Neves,Rúben Diogo da Silva Neves,26,Portugal,"CDM, CM",Al Hilal,Pro League,1.0,47000000.0,62000.0,78700000.0,84,86,3,60.0,75.0,86.0,77.0,76.0,73.0,Right,4,3,66,88,80,74,83,87,88.0,79,67,64,56,68,78,79,62,Medium/High,Normal (170-185)
Álex Remiro,Alejandro Remiro Gargallo,28,Spain,GK,Real Sociedad,La Liga,1.0,36000000.0,43000.0,78300000.0,84,86,2,,,,,,,Right,4,1,13,36,12,19,26,35,55.0,42,73,40,46,69,14,17,11,Medium/Medium,Lean (185+)
Gabriel,Gabriel dos Santos Magalhães,25,Brazil,CB,Arsenal,Premier League,1.0,47000000.0,130000.0,92800000.0,84,86,2,70.0,41.0,62.0,60.0,85.0,82.0,Left,2,2,37,78,38,52,71,59,74.0,71,86,61,77,51,85,84,44,Medium/High,Normal (185+)
A. Hakimi,Achraf Hakimi Mouh,24,Morocco,"RB, RWB",Paris Saint Germain,Ligue 1,1.0,50500000.0,90000.0,97200000.0,84,86,3,92.0,75.0,80.0,80.0,75.0,78.0,Right,4,4,75,82,84,79,82,78,80.0,92,72,91,93,83,75,76,78,High/Low,Lean (170-185)
Kim Min Jae,김민재 金敏在,26,Korea Republic,CB,FC Bayern München,Bundesliga,1.0,46000000.0,82000.0,79400000.0,84,86,2,80.0,33.0,58.0,64.0,85.0,84.0,Right,3,2,23,75,35,57,68,57,72.0,77,88,75,84,65,86,87,48,Low/High,Normal (185+)
R. James,Reece James,23,England,"RB, RWB",Chelsea,Premier League,1.0,50500000.0,120000.0,99700000.0,84,86,2,80.0,72.0,83.0,82.0,82.0,81.0,Right,3,3,69,83,88,83,82,82,84.0,77,84,78,81,72,82,85,78,High/Medium,Stocky (170-185)
J. Brandt,Julian Brandt,27,Germany,"CAM, RM, CM",Borussia Dortmund,Bundesliga,1.0,48500000.0,72000.0,86100000.0,84,85,3,71.0,80.0,84.0,86.0,51.0,70.0,Right,4,4,80,87,82,86,87,86,84.0,88,71,69,73,84,49,45,81,Medium/Medium,Normal (185+)
P. Højbjerg,Pierre-Emile Kordt Højbjerg,27,Denmark,"CDM, CM",Tottenham Hotspur,Premier League,1.0,43000000.0,110000.0,84900000.0,84,85,2,55.0,73.0,78.0,78.0,81.0,82.0,Right,4,3,68,84,68,79,80,75,85.0,87,78,56,54,62,84,85,69,High/High,Normal (185+)
J. Maddison,James Maddison,26,England,"CAM, RM, CM",Tottenham Hotspur,Premier League,1.0,49500000.0,120000.0,97800000.0,84,85,2,71.0,81.0,86.0,86.0,54.0,63.0,Right,4,4,80,86,83,86,88,88,88.0,78,53,78,66,84,59,65,84,High/Medium,Lean (170-185)
L. Hernández,Lucas François Bernard Hernández Pi,27,France,"CB, LB",Paris Saint Germain,Ligue 1,1.0,42500000.0,105000.0,81800000.0,84,85,3,76.0,54.0,70.0,70.0,84.0,78.0,Left,2,2,53,77,78,65,73,63,77.0,69,77,74,78,69,85,85,62,Medium/Medium,Unique
Mikel Merino,Mikel Merino Zazón,27,Spain,"CM, CAM, LM",Real Sociedad,La Liga,1.0,48000000.0,54000.0,104400000.0,84,85,2,72.0,78.0,82.0,82.0,83.0,82.0,Left,3,3,79,86,77,83,85,83,80.0,83,80,72,72,74,80,84,81,High/High,Normal (185+)
Gabriel Jesus,Gabriel Fernando de Jesus,26,Brazil,"ST, RW",Arsenal,Premier League,1.0,50500000.0,165000.0,99700000.0,84,85,2,83.0,82.0,75.0,88.0,40.0,77.0,Right,3,4,83,81,74,88,87,79,78.0,82,72,86,81,92,45,30,88,High/High,Unique
Raphinha,Raphael Dias Belloli,26,Brazil,RW,FC Barcelona,La Liga,1.0,49500000.0,210000.0,105200000.0,84,85,3,91.0,79.0,78.0,86.0,53.0,73.0,Left,4,4,78,78,80,87,85,80,80.0,86,65,90,91,88,47,54,83,High/High,Lean (170-185)
F. Chiesa,Federico Chiesa,25,Italy,"LM, LW, RW",Juventus,Serie A,1.0,50500000.0,140000.0,89600000.0,84,85,3,91.0,82.0,76.0,86.0,53.0,75.0,Right,4,4,81,78,75,89,82,77,82.0,85,70,91,91,89,60,48,83,High/Medium,Unique
L. Díaz,Luis Fernando Díaz Marulanda,26,Colombia,"LW, LM",Liverpool,Premier League,1.0,49500000.0,165000.0,95300000.0,84,85,2,91.0,81.0,75.0,87.0,34.0,74.0,Right,4,4,81,76,76,89,87,77,83.0,84,69,92,91,88,28,38,82,High/Medium,Unique
Thiago Silva,Thiago Emiliano da Silva,38,Brazil,CB,Chelsea,Premier League,1.0,7500000.0,100000.0,14300000.0,84,84,4,51.0,54.0,74.0,72.0,87.0,74.0,Right,3,2,40,83,60,67,80,73,86.0,66,78,45,55,62,90,87,59,Medium/High,Normal (170-185)
Y. Sommer,Yann Sommer,34,Switzerland,GK,Inter,Serie A,1.0,7000000.0,84000.0,11900000.0,84,84,3,,,,,,,Right,4,1,13,40,13,15,25,64,54.0,45,68,48,54,55,9,19,15,Medium/Medium,Normal (170-185)
P. Gulácsi,Péter Gulácsi,33,Hungary,GK,RB Leipzig,Bundesliga,1.0,13500000.0,60000.0,23000000.0,84,84,3,,,,,,,Right,2,1,10,35,16,19,25,44,45.0,37,74,42,44,41,25,16,11,Medium/Medium,Normal (185+)
K. Walker,Kyle Walker,33,England,RB,Manchester City,Premier League,1.0,22000000.0,155000.0,40700000.0,84,84,3,90.0,63.0,77.0,78.0,79.0,81.0,Right,2,3,51,81,77,79,81,69,75.0,81,80,85,94,66,75,85,68,High/High,Unique
Thiago,Thiago Alcântara do Nascimento,32,Spain,CM,Liverpool,Premier League,1.0,33000000.0,150000.0,61100000.0,84,84,3,61.0,72.0,86.0,89.0,71.0,67.0,Right,3,5,68,90,78,89,91,86,88.0,70,60,69,54,90,68,73,72,Medium/Medium,Normal (170-185)
T. Müller,Thomas Müller,33,Germany,"CAM, CF, ST",FC Bayern München,Bundesliga,1.0,26500000.0,90000.0,43700000.0,84,84,4,59.0,82.0,83.0,79.0,55.0,69.0,Right,4,3,84,85,85,77,84,87,84.0,80,66,63,56,67,47,57,94,High/High,Lean (185+)
C. Smalling,Chris Smalling,33,England,CB,Roma,Serie A,1.0,20000000.0,88000.0,34000000.0,84,84,3,62.0,47.0,58.0,62.0,87.0,82.0,Right,3,2,54,65,52,59,65,56,88.0,75,85,52,71,54,88,89,51,Medium/High,Lean (185+)
R. Lukaku,Romelu Lukaku Menama,30,Belgium,ST,Roma,Serie A,1.0,41500000.0,165000.0,,84,84,4,80.0,84.0,74.0,77.0,38.0,82.0,Left,4,3,86,77,73,82,78,75,82.0,64,95,72,86,59,30,41,85,Medium/Low,Unique
K. Casteels,Koen Casteels,31,Belgium,GK,VfL Wolfsburg,Bundesliga,1.0,22500000.0,55000.0,38300000.0,84,84,3,,,,,,,Left,2,1,15,35,15,14,23,42,40.0,44,72,44,46,50,11,19,15,Medium/Medium,Normal (185+)
Koke,Jorge Resurrección Merodio,31,Spain,"CDM, CM",Atlético Madrid,La Liga,1.0,29500000.0,74000.0,60500000.0,84,84,3,69.0,72.0,85.0,79.0,79.0,78.0,Right,4,3,69,86,85,77,83,85,84.0,85,75,70,68,70,80,83,76,Medium/Medium,Normal (170-185)
Luis Alberto,Luis Alberto Romero Alconchel,30,Spain,CM,Lazio,Serie A,1.0,40500000.0,78000.0,68900000.0,84,84,2,69.0,77.0,85.0,84.0,62.0,58.0,Right,3,4,75,90,69,83,90,91,80.0,68,64,72,67,77,63,66,76,Medium/Medium,Lean (170-185)
K. Koulibaly,Kalidou Koulibaly,32,Senegal,CB,Al Hilal,Pro League,1.0,27500000.0,62000.0,44000000.0,84,84,3,76.0,48.0,63.0,68.0,84.0,83.0,Right,4,2,43,71,50,70,72,65,82.0,68,91,65,85,45,86,85,50,Medium/High,Unique
M. Depay,Memphis Depay,29,Netherlands,"CF, LW, ST",Atlético Madrid,La Liga,1.0,42000000.0,90000.0,86100000.0,84,84,4,82.0,82.0,81.0,85.0,30.0,80.0,Right,3,5,82,80,84,86,85,85,79.0,79,84,81,83,81,23,31,85,High/Low,Unique
N. Pope,Nick Pope,31,England,GK,Newcastle United,Premier League,1.0,22500000.0,110000.0,42800000.0,84,84,2,,,,,,,Right,3,1,14,32,11,15,25,50,63.0,37,75,50,47,36,19,15,13,Medium/Medium,Lean (185+)
S. Gnabry,Serge David Gnabry,27,Germany,"RM, ST, LM",FC Bayern München,Bundesliga,1.0,45000000.0,90000.0,74300000.0,84,84,3,81.0,84.0,78.0,84.0,43.0,68.0,Right,4,4,85,83,77,85,82,80,82.0,75,69,84,79,86,45,44,85,Medium/Medium,Unique
M. Ginter,Matthias Ginter,29,Germany,CB,SC Freiburg,Bundesliga,1.0,35500000.0,47000.0,60400000.0,84,84,3,60.0,59.0,71.0,66.0,85.0,80.0,Right,3,2,55,79,68,61,75,72,76.0,75,84,54,65,55,87,86,55,High/Medium,Normal (185+)
Y. Carrasco,Yannick Ferreira Carrasco,29,Belgium,"LW, LWB",Al Shabab,Pro League,1.0,41500000.0,69000.0,70600000.0,84,84,3,88.0,81.0,80.0,85.0,59.0,66.0,Right,4,4,81,80,82,88,84,80,84.0,75,61,87,88,86,54,64,80,High/High,Lean (170-185)
Fabinho,Fábio Henrique Tavares,29,Brazil,CDM,Al Ittihad,Pro League,1.0,36000000.0,65000.0,57600000.0,84,84,3,59.0,69.0,78.0,77.0,82.0,82.0,Right,2,3,63,84,75,78,81,76,85.0,85,80,53,64,61,81,84,70,Medium/High,Unique
A. Rabiot,Adrien Rabiot,28,France,"CM, LM",Juventus,Serie A,1.0,42000000.0,150000.0,71400000.0,84,84,2,78.0,76.0,80.0,80.0,82.0,84.0,Left,3,3,72,85,73,80,85,83,82.0,89,83,76,79,69,80,84,82,Medium/Medium,Lean (185+)
Grimaldo,Alejandro Grimaldo García,27,Spain,"LWB, LM",Bayer 04 Leverkusen,Bundesliga,1.0,40500000.0,74000.0,68900000.0,84,84,3,87.0,69.0,83.0,84.0,76.0,72.0,Left,2,3,59,83,83,84,83,84,83.0,90,63,86,87,84,75,78,77,High/Medium,Normal (170-185)
R. De Paul,Rodrigo Javier De Paul,29,Argentina,CM,Atlético Madrid,La Liga,1.0,41000000.0,85000.0,84100000.0,84,84,3,78.0,77.0,83.0,82.0,75.0,83.0,Right,3,4,76,85,78,82,85,86,81.0,92,79,80,76,78,72,81,78,High/Medium,Normal (170-185)
S. Lobotka,Stanislav Lobotka,28,Slovakia,"CM, CDM",Napoli,Serie A,1.0,42000000.0,86000.0,71400000.0,84,84,2,71.0,70.0,81.0,83.0,77.0,75.0,Right,4,3,70,85,75,82,86,85,77.0,85,71,76,67,77,78,82,78,Medium/Medium,Normal (170-)
L. Sané,Leroy Aziz Sané,27,Germany,"RM, LM",FC Bayern München,Bundesliga,1.0,45000000.0,90000.0,74300000.0,84,84,3,91.0,81.0,80.0,85.0,38.0,68.0,Left,2,4,80,82,81,86,85,79,82.0,70,66,88,93,87,36,32,81,Medium/Medium,Unique
Marcos Llorente,Marcos Llorente Moreno,28,Spain,"RM, CM, RB",Atlético Madrid,La Liga,1.0,42500000.0,85000.0,87100000.0,84,84,3,89.0,78.0,79.0,80.0,78.0,81.0,Right,4,3,79,82,76,80,80,81,79.0,91,77,87,91,83,79,79,82,High/Medium,Lean (170-185)
M. Škriniar,Milan Škriniar,28,Slovakia,CB,Paris Saint Germain,Ligue 1,1.0,36500000.0,110000.0,67500000.0,84,84,3,78.0,41.0,57.0,67.0,86.0,83.0,Right,3,2,42,72,40,64,70,46,87.0,80,87,74,81,54,88,90,30,Low/High,Unique
Gavi,Pablo Martín Páez Gavira,18,Spain,"CM, LW",FC Barcelona,La Liga,1.0,68500000.0,60000.0,154100000.0,83,90,3,76.0,66.0,78.0,85.0,68.0,70.0,Right,3,3,71,84,69,86,85,83,74.0,84,58,77,75,86,59,78,81,High/High,Normal (170-185)
W. Saliba,William Alain André Gabriel Saliba,22,France,CB,Arsenal,Premier League,1.0,53000000.0,105000.0,111300000.0,83,89,2,82.0,39.0,69.0,73.0,84.0,82.0,Right,3,2,35,83,58,72,81,62,81.0,70,87,77,86,50,85,87,43,Medium/High,Normal (185+)
E. Fernández,Enzo Jeremías Fernández,22,Argentina,"CM, CDM",Chelsea,Premier League,1.0,58000000.0,120000.0,121800000.0,83,89,3,73.0,73.0,81.0,80.0,75.0,79.0,Right,4,3,66,86,66,78,83,86,80.0,85,75,77,70,76,77,77,79,High/High,Normal (170-185)
A. Davies,Alphonso Boyle Davies,22,Canada,"LB, LM",FC Bayern München,Bundesliga,1.0,52000000.0,64000.0,89700000.0,83,88,3,95.0,66.0,78.0,84.0,74.0,77.0,Left,4,4,64,82,85,85,84,77,78.0,81,75,96,95,86,71,74,77,High/Low,Unique
C. Gakpo,Cody Mathès Gakpo,24,Netherlands,"CF, LW",Liverpool,Premier League,1.0,55500000.0,130000.0,106800000.0,83,88,2,85.0,82.0,78.0,84.0,42.0,73.0,Right,4,4,83,78,83,86,85,79,83.0,76,76,87,84,80,43,38,81,Medium/Medium,Lean (185+)
D. Vlahović,Dušan Vlahović,23,Serbia,ST,Juventus,Serie A,1.0,55500000.0,125000.0,98500000.0,83,88,2,80.0,85.0,66.0,79.0,29.0,82.0,Left,3,3,88,71,57,81,85,68,80.0,79,88,77,83,63,19,26,86,Medium/Medium,Normal (185+)
N. Schlotterbeck,Nico Schlotterbeck,23,Germany,CB,Borussia Dortmund,Bundesliga,1.0,49500000.0,51000.0,87900000.0,83,88,3,78.0,58.0,67.0,73.0,85.0,82.0,Left,2,3,51,77,48,73,72,68,77.0,73,84,79,77,68,84,87,58,High/High,Normal (185+)
J. Frimpong,Jeremie Agyekum Frimpong,22,Netherlands,"RWB, RM",Bayer 04 Leverkusen,Bundesliga,1.0,52000000.0,58000.0,92300000.0,83,88,2,94.0,56.0,75.0,84.0,74.0,70.0,Right,3,3,62,77,84,85,81,81,79.0,85,61,96,92,91,75,78,78,High/Medium,Normal (170-185)
Dani Olmo,Daniel Olmo Carvajal,25,Spain,"CAM, CF",RB Leipzig,Bundesliga,1.0,50500000.0,71000.0,89600000.0,83,87,3,68.0,76.0,82.0,86.0,50.0,59.0,Right,4,4,74,86,78,87,86,85,82.0,76,54,77,61,86,50,50,82,Medium/High,Lean (170-185)
S. Botman,Sven Botman,23,Netherlands,CB,Newcastle United,Premier League,1.0,47000000.0,105000.0,92800000.0,83,87,2,65.0,37.0,63.0,66.0,84.0,84.0,Left,3,2,24,79,43,63,74,59,77.0,70,90,53,75,57,85,84,45,Medium/High,Normal (185+)
Unai Simón,Unai Simón Mendibil,26,Spain,GK,Athletic Club,La Liga,1.0,36500000.0,31000.0,79400000.0,83,86,3,,,,,,,Right,3,1,14,38,16,12,16,48,46.0,44,76,48,50,37,11,18,14,Medium/Medium,Normal (185+)
Pau Torres,Pau Francisco Torres,26,Spain,CB,Aston Villa,Premier League,1.0,42000000.0,100000.0,83000000.0,83,86,3,72.0,38.0,68.0,70.0,84.0,81.0,Left,3,2,28,80,55,64,80,67,73.0,80,81,69,75,67,84,85,42,Medium/High,Lean (185+)
A. Christensen,Andreas Bødtker Christensen,27,Denmark,CB,FC Barcelona,La Liga,1.0,38500000.0,155000.0,81800000.0,83,85,2,67.0,32.0,68.0,71.0,85.0,76.0,Right,3,2,36,83,51,67,79,62,79.0,73,78,57,76,61,86,86,32,Low/Medium,Lean (185+)
J. Giménez,José María Giménez de Vargas,28,Uruguay,CB,Atlético Madrid,La Liga,1.0,36500000.0,71000.0,77600000.0,83,85,2,71.0,46.0,58.0,61.0,85.0,82.0,Right,3,2,37,71,47,55,66,46,75.0,71,85,70,71,56,87,85,25,Medium/High,Normal (185+)
A. Meret,Alex Meret,26,Italy,GK,Napoli,Serie A,1.0,34000000.0,56000.0,60400000.0,83,85,2,,,,,,,Left,3,1,17,30,15,16,25,25,67.0,29,65,41,48,46,10,21,20,Medium/Medium,Lean (185+)
G. Mancini,Gianluca Mancini,27,Italy,CB,Roma,Serie A,1.0,38500000.0,80000.0,68300000.0,83,85,2,67.0,45.0,54.0,62.0,83.0,86.0,Right,3,2,48,67,34,55,76,51,80.0,87,83,59,73,34,84,84,32,Medium/High,Normal (185+)
K. Laimer,Konrad Laimer,26,Austria,"CDM, CM",FC Bayern München,Bundesliga,1.0,38000000.0,75000.0,65600000.0,83,84,3,80.0,69.0,77.0,78.0,81.0,79.0,Right,3,3,69,81,78,77,78,78,79.0,90,69,82,78,76,84,81,73,Medium/High,Lean (170-185)
G. Rodríguez,Guido Rodríguez,28,Argentina,CDM,Real Betis,La Liga,1.0,35000000.0,37000.0,76100000.0,83,84,2,51.0,58.0,72.0,70.0,85.0,80.0,Right,4,2,43,82,59,72,76,73,71.0,76,80,55,47,47,86,88,68,Medium/High,Lean (185+)
B. Pavard,Benjamin Pavard,27,France,"CB, RB",Inter,Serie A,1.0,36500000.0,95000.0,64800000.0,83,84,3,70.0,62.0,73.0,72.0,85.0,78.0,Right,3,3,49,79,75,68,77,66,78.0,81,78,68,72,66,85,86,60,Medium/Medium,Normal (185+)
A. Zambo Anguissa,André-Franck Zambo Anguissa,27,Cameroon,"CDM, CM",Napoli,Serie A,1.0,37000000.0,69000.0,65700000.0,83,84,1,78.0,68.0,72.0,81.0,81.0,86.0,Right,3,3,66,80,62,82,82,76,82.0,85,87,79,78,76,80,86,79,High/Medium,Normal (170-185)
L. Pellegrini,Lorenzo Pellegrini,27,Italy,"CAM, CM, CF",Roma,Serie A,1.0,42000000.0,88000.0,74600000.0,83,84,2,79.0,76.0,83.0,83.0,74.0,78.0,Right,4,3,75,88,74,80,87,87,84.0,90,74,79,79,80,73,76,80,High/High,Lean (185+)
Palhinha,João Maria Lobo Alves Palhinha Gonçalves,27,Portugal,"CDM, CM",Fulham,Premier League,1.0,37000000.0,100000.0,73100000.0,83,84,2,62.0,67.0,71.0,76.0,84.0,89.0,Right,4,2,64,78,59,77,80,71,83.0,87,89,58,66,63,83,87,68,Medium/High,Normal (185+)
Oyarzabal,Mikel Oyarzabal Ugarte,26,Spain,"LM, RM, LW",Real Sociedad,La Liga,1.0,43000000.0,49000.0,93500000.0,83,84,3,77.0,83.0,80.0,83.0,41.0,62.0,Left,3,3,85,82,80,84,85,82,83.0,79,57,78,76,77,55,32,85,High/Medium,Lean (170-185)
P. Schick,Patrik Schick,27,Czech Republic,ST,Bayer 04 Leverkusen,Bundesliga,1.0,42500000.0,80000.0,75400000.0,83,84,3,79.0,80.0,71.0,81.0,37.0,76.0,Left,3,4,82,78,64,81,82,74,84.0,69,83,75,83,83,44,29,85,Medium/Medium,Normal (185+)
Sergio Ramos,Sergio Ramos García,37,Spain,CB,Sevilla,La Liga,1.0,6500000.0,28000.0,13700000.0,83,83,4,57.0,69.0,73.0,70.0,83.0,76.0,Right,3,3,65,78,63,63,78,71,86.0,54,81,65,51,66,82,82,69,High/Medium,Unique
H. Lloris,Hugo Lloris,36,France,GK,Tottenham Hotspur,Premier League,1.0,4000000.0,54000.0,7600000.0,83,83,4,,,,,,,Left,1,1,10,52,13,12,29,57,55.0,41,43,61,59,54,24,12,9,Medium/Medium,Unique
M. Hummels,Mats Hummels,34,Germany,CB,Borussia Dortmund,Bundesliga,1.0,12000000.0,60000.0,20400000.0,83,83,3,53.0,58.0,76.0,70.0,86.0,78.0,Right,3,2,55,81,65,67,74,80,89.0,65,87,39,65,60,88,85,57,Medium/Medium,Stocky (185+)
E. Džeko,Edin Džeko,37,Bosnia and Herzegovina,ST,Fenerbahçe,Super Lig,1.0,12500000.0,43000.0,23800000.0,83,83,3,59.0,84.0,72.0,77.0,45.0,76.0,Right,5,3,87,77,63,77,84,74,87.0,67,86,55,62,62,54,28,86,High/Medium,Lean (185+)
Á. Di María,Ángel Fabián Di María Hernández,35,Argentina,"CF, RW, RM",Benfica,Liga Portugal,1.0,15500000.0,19000.0,31000000.0,83,83,4,78.0,78.0,86.0,89.0,48.0,67.0,Left,2,5,74,87,85,90,91,89,89.0,73,61,80,76,91,41,55,80,High/Medium,Unique
M. Reus,Marco Reus,34,Germany,"CAM, CF",Borussia Dortmund,Bundesliga,1.0,17000000.0,66000.0,28900000.0,83,83,3,65.0,83.0,83.0,85.0,53.0,63.0,Right,4,4,84,85,83,85,86,84,86.0,66,66,72,60,81,59,47,84,Medium/Medium,Unique
Jordi Alba,Jordi Alba Ramos,34,Spain,LB,Inter Miami,Major League Soccer,1.0,13500000.0,14000.0,20300000.0,83,83,3,84.0,70.0,82.0,81.0,76.0,70.0,Left,3,3,73,85,84,79,82,78,80.0,83,61,86,83,88,72,78,83,High/Medium,Unique
Sergio Busquets,Sergio Busquets i Burgos,34,Spain,CDM,Inter Miami,Major League Soccer,1.0,12500000.0,14000.0,18800000.0,83,83,4,37.0,62.0,79.0,79.0,81.0,73.0,Right,3,3,67,87,62,80,85,82,89.0,75,71,35,38,66,83,83,76,Medium/Medium,Lean (185+)
C. Eriksen,Christian Dannemann Eriksen,31,Denmark,"CM, CDM",Manchester United,Premier League,1.0,30000000.0,145000.0,57000000.0,83,83,3,59.0,77.0,89.0,81.0,51.0,53.0,Right,5,4,72,90,88,77,90,90,88.0,74,50,62,57,68,55,57,75,Medium/Medium,Unique
A. Lacazette,Alexandre Lacazette,32,France,ST,Olympique Lyonnais,Ligue 1,1.0,29500000.0,60000.0,56100000.0,83,83,3,72.0,84.0,77.0,83.0,44.0,77.0,Right,4,4,86,82,70,83,84,81,84.0,72,79,71,73,82,39,45,86,High/High,Unique
W. Ben Yedder,Wissam Ben Yedder,32,France,ST,Monaco,Ligue 1,1.0,29500000.0,80000.0,56100000.0,83,83,3,80.0,84.0,78.0,87.0,39.0,68.0,Right,5,4,87,83,74,86,87,80,85.0,72,68,81,80,91,34,33,88,High/Low,Unique
F. Acerbi,Francesco Acerbi,35,Italy,CB,Inter,Serie A,1.0,9500000.0,67000.0,16200000.0,83,83,3,60.0,50.0,64.0,64.0,86.0,80.0,Left,3,3,37,75,34,65,71,65,86.0,68,85,61,59,32,87,87,20,Medium/High,Normal (185+)
Nacho Fernández,José Ignacio Fernández Iglesias,33,Spain,"CB, LB, RB",Real Madrid,La Liga,1.0,17500000.0,170000.0,35900000.0,83,83,2,75.0,37.0,69.0,71.0,82.0,80.0,Right,4,2,32,84,70,64,79,53,75.0,80,79,69,79,65,83,83,37,Low/High,Normal (170-185)
Morata,Álvaro Borja Morata Martín,30,Spain,ST,Atlético Madrid,La Liga,1.0,35500000.0,80000.0,72800000.0,83,83,3,82.0,82.0,72.0,79.0,31.0,79.0,Right,4,3,85,76,72,79,83,77,78.0,79,81,81,83,74,37,14,84,Medium/Medium,Unique
Sergi Darder,Sergi Darder Moll,29,Spain,"CM, CDM, CAM",Mallorca,La Liga,1.0,35500000.0,44000.0,74600000.0,83,83,2,81.0,76.0,82.0,83.0,74.0,77.0,Right,3,3,74,86,75,84,84,84,85.0,84,75,80,82,82,75,76,78,Medium/Medium,Lean (170-185)
R. Sterling,Raheem Sterling,28,England,"LW, RW, ST",Chelsea,Premier League,1.0,36500000.0,155000.0,69400000.0,83,83,4,85.0,78.0,76.0,85.0,45.0,67.0,Right,3,4,79,77,78,86,81,76,77.0,77,65,90,80,94,47,53,87,High/Medium,Unique
W. Orban,Vilmos Tamás Orban,30,Hungary,CB,RB Leipzig,Bundesliga,1.0,30000000.0,67000.0,51000000.0,83,83,3,58.0,36.0,56.0,56.0,85.0,81.0,Right,3,2,38,74,39,52,59,44,72.0,68,85,50,65,48,86,86,42,Low/Medium,Normal (185+)
Jorginho,Luiz Frello Filho Jorge,31,Italy,"CDM, CM",Arsenal,Premier League,1.0,25500000.0,125000.0,48500000.0,83,83,2,53.0,67.0,84.0,81.0,74.0,73.0,Right,3,3,65,89,75,79,87,84,84.0,86,66,63,45,72,71,80,69,Medium/Medium,Lean (170-185)
S. Haller,Sébastien Haller,29,Côte d'Ivoire,ST,Borussia Dortmund,Bundesliga,1.0,36500000.0,74000.0,62100000.0,83,83,3,62.0,81.0,63.0,76.0,52.0,81.0,Right,3,3,85,77,42,74,82,73,83.0,73,90,59,64,67,40,61,88,Medium/Medium,Normal (185+)
L. Shaw,Luke Shaw,27,England,"LB, CB",Manchester United,Premier League,1.0,35000000.0,135000.0,66500000.0,83,83,2,76.0,57.0,82.0,79.0,81.0,78.0,Left,2,3,46,84,85,78,83,80,84.0,75,77,74,77,71,81,83,78,Medium/Medium,Stocky (170-185)
Gerard Moreno,Gerard Moreno Balagueró,31,Spain,"ST, RM",Villarreal,La Liga,1.0,30500000.0,54000.0,64100000.0,83,83,3,77.0,85.0,77.0,81.0,46.0,72.0,Left,4,3,88,79,77,83,82,78,80.0,77,73,77,77,77,44,41,84,High/Medium,Normal (170-185)
