short_name,club_name,nationality_name,position_group,age,overall,potential,international_reputation,pace,shooting,passing,dribbling,defending,physic,weak_foot,skill_moves,value_eur,display_label
E. Can,Borussia Dortmund,Germany,Midfielder,29,83,83,3,79.0,78.0,77.0,79.0,82.0,87.0,4,3,31000000.0,E. Can (Borussia Dortmund)
F. Kostić,Juventus,Serbia,Midfielder,30,83,83,3,85.0,76.0,82.0,82.0,70.0,80.0,2,3,35000000.0,F. Kostić (Juventus)
J. Hofmann,Bayer 04 Leverkusen,Germany,Midfielder,30,83,83,3,76.0,79.0,83.0,81.0,64.0,73.0,4,3,35000000.0,J. Hofmann (Bayer 04 Leverkusen)
P. Zieliński,Napoli,Poland,Midfielder,29,83,83,3,81.0,77.0,81.0,86.0,71.0,63.0,5,4,35500000.0,P. Zieliński (Napoli)
A. Romagnoli,Lazio,Italy,Defender,28,83,83,2,69.0,40.0,56.0,69.0,85.0,80.0,3,2,31500000.0,A. Romagnoli (Lazio)
N. Fekir,Real Betis,France,Midfielder,29,83,83,3,82.0,81.0,81.0,86.0,39.0,80.0,4,4,35500000.0,N. Fekir (Real Betis)
Marco Asensio,Paris Saint Germain,Spain,Forward,27,83,83,3,81.0,81.0,81.0,83.0,43.0,63.0,3,4,38500000.0,Marco Asensio (Paris Saint Germain)
Borja Iglesias,Real Betis,Spain,Forward,30,83,83,2,69.0,84.0,66.0,76.0,40.0,82.0,3,3,35500000.0,Borja Iglesias (Real Betis)
Ronaldo Cabrais,Palmeiras,Brazil,Midfielder,31,83,83,1,88.0,77.0,83.0,84.0,35.0,72.0,4,4,30000000.0,Ronaldo Cabrais (Palmeiras)
E. Camavinga,Real Madrid,France,Midfielder,20,82,89,3,79.0,66.0,80.0,82.0,76.0,80.0,3,4,56500000.0,E. Camavinga (Real Madrid)
Ferran Torres,FC Barcelona,Spain,Forward,23,82,88,3,83.0,79.0,78.0,83.0,35.0,68.0,4,4,48000000.0,Ferran Torres (FC Barcelona)
J. Gvardiol,Manchester City,Croatia,Defender,21,82,88,3,78.0,54.0,69.0,74.0,82.0,83.0,4,3,44500000.0,J. Gvardiol (Manchester City)
D. Núñez,Liverpool,Uruguay,Forward,24,82,88,3,90.0,81.0,71.0,76.0,43.0,85.0,3,3,48500000.0,D. Núñez (Liverpool)
R. Le Normand,Real Sociedad,Spain,Defender,26,82,87,1,62.0,26.0,54.0,59.0,84.0,79.0,3,2,40000000.0,R. Le Normand (Real Sociedad)
K. Havertz,Arsenal,Germany,Midfielder,24,82,87,3,78.0,79.0,79.0,83.0,45.0,68.0,4,4,46000000.0,K. Havertz (Arsenal)
Nuno Mendes,Paris Saint Germain,Portugal,Defender,21,82,87,2,89.0,58.0,75.0,80.0,77.0,76.0,4,3,43500000.0,Nuno Mendes (Paris Saint Germain)
M. Locatelli,Juventus,Italy,Midfielder,25,82,86,2,67.0,70.0,80.0,78.0,79.0,80.0,4,3,38500000.0,M. Locatelli (Juventus)
D. Upamecano,FC Bayern München,France,Defender,24,82,86,3,83.0,45.0,63.0,72.0,81.0,83.0,3,3,39500000.0,D. Upamecano (FC Bayern München)
C. Romero,Tottenham Hotspur,Argentina,Defender,25,82,86,3,70.0,46.0,59.0,66.0,84.0,80.0,2,3,38000000.0,C. Romero (Tottenham Hotspur)
J. Sancho,Manchester United,England,Forward,23,82,86,3,78.0,70.0,80.0,87.0,33.0,47.0,3,5,43500000.0,J. Sancho (Manchester United)
N. Molina,Atlético Madrid,Argentina,Defender,25,82,86,1,85.0,67.0,76.0,79.0,78.0,71.0,3,3,39500000.0,N. Molina (Atlético Madrid)
D. Szoboszlai,Liverpool,Hungary,Midfielder,22,82,86,2,83.0,82.0,84.0,82.0,34.0,64.0,4,4,44500000.0,D. Szoboszlai (Liverpool)
L. Openda,RB Leipzig,Belgium,Forward,23,82,86,2,93.0,79.0,68.0,80.0,31.0,78.0,4,3,44000000.0,L. Openda (RB Leipzig)
F. Dimarco,Inter,Italy,Defender,25,82,85,2,79.0,71.0,80.0,79.0,74.0,71.0,2,3,37000000.0,F. Dimarco (Inter)
R. Bentancur,Tottenham Hotspur,Uruguay,Midfielder,26,82,85,2,70.0,67.0,81.0,83.0,79.0,77.0,4,4,39500000.0,R. Bentancur (Tottenham Hotspur)
N. Mazraoui,FC Bayern München,Morocco,Defender,25,82,85,2,79.0,66.0,77.0,83.0,77.0,74.0,3,3,37000000.0,N. Mazraoui (FC Bayern München)
G. Vicario,Tottenham Hotspur,Italy,Goalkeeper,26,82,85,2,0.0,0.0,0.0,0.0,0.0,0.0,1,1,30500000.0,G. Vicario (Tottenham Hotspur)
V. Tsygankov,Girona,Ukraine,Midfielder,25,82,85,2,85.0,78.0,79.0,81.0,46.0,61.0,4,4,40500000.0,V. Tsygankov (Girona)
B. Dia,Salernitana,Senegal,Forward,26,82,85,1,82.0,81.0,62.0,81.0,27.0,77.0,3,3,40500000.0,B. Dia (Salernitana)
J. Pickford,Everton,England,Goalkeeper,29,82,84,3,0.0,0.0,0.0,0.0,0.0,0.0,4,1,25000000.0,J. Pickford (Everton)
Y. Tielemans,Aston Villa,Belgium,Midfielder,26,82,84,2,50.0,79.0,85.0,79.0,69.0,69.0,5,4,37500000.0,Y. Tielemans (Aston Villa)
E. Ünal,Getafe,Turkey,Forward,26,82,84,2,72.0,84.0,70.0,82.0,40.0,80.0,4,3,38000000.0,E. Ünal (Getafe)
P. Kimpembe,Paris Saint Germain,France,Defender,27,82,84,3,79.0,43.0,68.0,69.0,81.0,86.0,3,2,32500000.0,P. Kimpembe (Paris Saint Germain)
D. Malen,Borussia Dortmund,Netherlands,Midfielder,24,82,84,2,89.0,80.0,73.0,85.0,35.0,73.0,4,4,39500000.0,D. Malen (Borussia Dortmund)
A. Mac Allister,Liverpool,Argentina,Midfielder,24,82,84,3,70.0,79.0,82.0,82.0,70.0,72.0,3,3,39500000.0,A. Mac Allister (Liverpool)
T. Werner,RB Leipzig,Germany,Forward,27,82,83,3,91.0,80.0,70.0,82.0,35.0,69.0,4,3,35500000.0,T. Werner (RB Leipzig)
T. Lemar,Atlético Madrid,France,Midfielder,27,82,83,3,82.0,78.0,83.0,86.0,67.0,65.0,3,4,35000000.0,T. Lemar (Atlético Madrid)
Joelinton,Newcastle United,Brazil,Midfielder,26,82,83,2,78.0,71.0,76.0,82.0,81.0,88.0,3,3,35500000.0,Joelinton (Newcastle United)
David García,Osasuna,Spain,Defender,29,82,83,2,59.0,37.0,66.0,65.0,83.0,77.0,3,2,28000000.0,David García (Osasuna)
M. Akanji,Manchester City,Switzerland,Defender,27,82,83,2,77.0,48.0,70.0,72.0,83.0,78.0,4,2,30500000.0,M. Akanji (Manchester City)
Mario Hermoso,Atlético Madrid,Spain,Defender,28,82,83,1,75.0,49.0,74.0,71.0,82.0,79.0,3,2,29000000.0,Mario Hermoso (Atlético Madrid)
Y. En-Nesyri,Sevilla,Morocco,Forward,26,82,83,3,81.0,82.0,63.0,76.0,36.0,79.0,3,3,36500000.0,Y. En-Nesyri (Sevilla)
Joselu,Real Madrid,Spain,Forward,33,82,82,3,63.0,84.0,69.0,74.0,33.0,77.0,3,3,19500000.0,Joselu (Real Madrid)
O. Giroud,Milan,France,Forward,36,82,82,3,43.0,83.0,74.0,74.0,42.0,80.0,3,3,10500000.0,O. Giroud (Milan)
Fernando,Sevilla,Brazil,Midfielder,35,82,82,2,63.0,62.0,74.0,73.0,82.0,81.0,3,3,8500000.0,Fernando (Sevilla)
M. Götze,Eintracht Frankfurt,Germany,Midfielder,31,82,82,4,63.0,75.0,83.0,85.0,55.0,71.0,4,4,25000000.0,M. Götze (Eintracht Frankfurt)
C. Wilson,Newcastle United,England,Forward,31,82,82,2,80.0,82.0,67.0,79.0,42.0,76.0,3,3,25500000.0,C. Wilson (Newcastle United)
S. de Vrij,Inter,Netherlands,Defender,31,82,82,3,64.0,41.0,64.0,69.0,84.0,76.0,3,2,21000000.0,S. de Vrij (Inter)
A. Lopes,Olympique Lyonnais,Portugal,Goalkeeper,32,82,82,3,0.0,0.0,0.0,0.0,0.0,0.0,2,1,15000000.0,A. Lopes (Olympique Lyonnais)
G. Xhaka,Bayer 04 Leverkusen,Switzerland,Midfielder,30,82,82,3,49.0,74.0,82.0,73.0,75.0,82.0,3,3,29000000.0,G. Xhaka (Bayer 04 Leverkusen)
Iñigo Martínez,FC Barcelona,Spain,Defender,32,82,82,2,71.0,56.0,67.0,61.0,82.0,80.0,3,2,20000000.0,Iñigo Martínez (FC Barcelona)
S. Savić,Atlético Madrid,Montenegro,Defender,32,82,82,2,64.0,35.0,57.0,57.0,85.0,80.0,3,2,20000000.0,S. Savić (Atlético Madrid)
Carvajal,Real Madrid,Spain,Defender,31,82,82,3,82.0,54.0,76.0,79.0,77.0,79.0,3,3,22000000.0,Carvajal (Real Madrid)
M. Kovačić,Manchester City,Croatia,Midfielder,29,82,82,3,69.0,69.0,82.0,87.0,71.0,70.0,4,4,29500000.0,M. Kovačić (Manchester City)
R. Guerreiro,FC Bayern München,Portugal,Defender,29,82,82,3,65.0,78.0,85.0,88.0,76.0,55.0,2,4,27000000.0,R. Guerreiro (FC Bayern München)
F. Schär,Newcastle United,Switzerland,Defender,31,82,82,2,54.0,68.0,75.0,73.0,84.0,77.0,3,2,21000000.0,F. Schär (Newcastle United)
Gayà,Valencia,Spain,Defender,28,82,82,3,81.0,61.0,77.0,79.0,78.0,74.0,3,4,27500000.0,Gayà (Valencia)
M. Flekken,Brentford,Netherlands,Goalkeeper,30,82,82,1,0.0,0.0,0.0,0.0,0.0,0.0,4,1,20500000.0,M. Flekken (Brentford)
V. Grifo,SC Freiburg,Italy,Midfielder,30,82,82,2,71.0,80.0,83.0,81.0,40.0,64.0,2,4,29500000.0,V. Grifo (SC Freiburg)
R. Andrich,Bayer 04 Leverkusen,Germany,Midfielder,28,82,82,2,57.0,76.0,76.0,73.0,81.0,85.0,4,3,27000000.0,R. Andrich (Bayer 04 Leverkusen)
Á. Correa,Atlético Madrid,Argentina,Forward,28,82,82,2,85.0,84.0,77.0,86.0,50.0,75.0,4,4,31000000.0,Á. Correa (Atlético Madrid)
J. Ledesma,Cádiz,Argentina,Goalkeeper,30,82,82,2,0.0,0.0,0.0,0.0,0.0,0.0,2,1,20500000.0,J. Ledesma (Cádiz)
M. Zaccagni,Lazio,Italy,Forward,28,82,82,1,87.0,77.0,74.0,88.0,57.0,67.0,4,4,30500000.0,M. Zaccagni (Lazio)
I. Provedel,Lazio,Italy,Goalkeeper,29,82,82,1,0.0,0.0,0.0,0.0,0.0,0.0,2,1,21000000.0,I. Provedel (Lazio)
F. Mendy,Real Madrid,France,Defender,28,82,82,1,92.0,64.0,76.0,77.0,77.0,86.0,5,4,27500000.0,F. Mendy (Real Madrid)
Lucas Mantela,Palmeiras,Brazil,Goalkeeper,23,82,82,1,0.0,0.0,0.0,0.0,0.0,0.0,3,1,26000000.0,Lucas Mantela (Palmeiras)
Josué Chiamulera,Athletico Paranaense,Brazil,Defender,31,82,82,1,78.0,43.0,56.0,64.0,84.0,79.0,3,2,21000000.0,Josué Chiamulera (Athletico Paranaense)
Javi Galán,Atlético Madrid,Spain,Defender,28,82,82,1,81.0,56.0,77.0,83.0,79.0,72.0,2,4,27500000.0,Javi Galán (Atlético Madrid)
Isi Palazón,Rayo Vallecano,Spain,Midfielder,28,82,82,2,84.0,79.0,79.0,82.0,39.0,64.0,3,3,30500000.0,Isi Palazón (Rayo Vallecano)
Balde,FC Barcelona,Spain,Defender,19,81,89,2,91.0,48.0,73.0,78.0,75.0,64.0,4,3,53000000.0,Balde (FC Barcelona)
I. Konaté,Liverpool,France,Defender,24,81,87,2,77.0,34.0,57.0,68.0,82.0,82.0,2,3,37000000.0,I. Konaté (Liverpool)
João Félix,FC Barcelona,Portugal,Forward,23,81,87,3,81.0,79.0,78.0,85.0,40.0,67.0,4,5,41000000.0,João Félix (FC Barcelona)
Sancet,Athletic Club,Spain,Midfielder,23,81,87,1,73.0,77.0,77.0,82.0,61.0,73.0,4,4,40500000.0,Sancet (Athletic Club)
Antony,Manchester United,Brazil,Forward,23,81,87,3,83.0,76.0,74.0,87.0,46.0,73.0,2,5,40500000.0,Antony (Manchester United)
A. Isak,Newcastle United,Sweden,Forward,23,81,86,2,83.0,81.0,72.0,84.0,39.0,72.0,5,4,39500000.0,A. Isak (Newcastle United)
S. Chukwueze,Milan,Nigeria,Forward,24,81,86,1,89.0,75.0,74.0,84.0,36.0,63.0,2,4,39000000.0,S. Chukwueze (Milan)
M. Ugarte,Paris Saint Germain,Uruguay,Midfielder,22,81,86,1,72.0,64.0,73.0,77.0,77.0,80.0,3,3,36500000.0,M. Ugarte (Paris Saint Germain)
E. Tapsoba,Bayer 04 Leverkusen,Burkina Faso,Defender,24,81,85,2,75.0,54.0,65.0,70.0,82.0,79.0,3,2,33000000.0,E. Tapsoba (Bayer 04 Leverkusen)
D. Kulusevski,Tottenham Hotspur,Sweden,Forward,23,81,85,2,76.0,77.0,80.0,84.0,56.0,75.0,3,4,37000000.0,D. Kulusevski (Tottenham Hotspur)
D. Calabria,Milan,Italy,Defender,26,81,84,2,79.0,57.0,71.0,77.0,79.0,73.0,3,3,31000000.0,D. Calabria (Milan)
B. Chilwell,Chelsea,England,Defender,26,81,84,2,74.0,60.0,78.0,78.0,77.0,73.0,3,3,31000000.0,B. Chilwell (Chelsea)
M. Mount,Manchester United,England,Midfielder,24,81,84,3,72.0,79.0,82.0,80.0,56.0,67.0,4,3,35000000.0,M. Mount (Manchester United)
X. Schlager,RB Leipzig,Austria,Midfielder,25,81,84,2,74.0,70.0,74.0,78.0,75.0,80.0,3,3,31000000.0,X. Schlager (RB Leipzig)
Lucas Paquetá,West Ham United,Brazil,Midfielder,25,81,84,2,72.0,77.0,79.0,84.0,69.0,76.0,4,5,34000000.0,Lucas Paquetá (West Ham United)
I. Sangaré,Nottingham Forest,Côte d'Ivoire,Midfielder,25,81,84,3,66.0,66.0,74.0,75.0,81.0,86.0,4,3,31000000.0,I. Sangaré (Nottingham Forest)
E. Álvarez,West Ham United,Mexico,Midfielder,25,81,84,3,68.0,58.0,68.0,70.0,82.0,87.0,3,2,31000000.0,E. Álvarez (West Ham United)
N. González,Fiorentina,Argentina,Forward,25,81,84,2,87.0,76.0,73.0,83.0,45.0,64.0,2,4,34000000.0,N. González (Fiorentina)
Pedro Porro,Tottenham Hotspur,Spain,Defender,23,81,84,2,82.0,73.0,77.0,81.0,74.0,77.0,3,3,32500000.0,Pedro Porro (Tottenham Hotspur)
J. David,Lille,Canada,Forward,23,81,84,3,82.0,81.0,71.0,78.0,34.0,75.0,5,3,35500000.0,J. David (Lille)
B. Samba,Lens,France,Goalkeeper,29,81,83,1,0.0,0.0,0.0,0.0,0.0,0.0,3,1,21500000.0,B. Samba (Lens)
Kepa,Real Madrid,Spain,Goalkeeper,28,81,83,2,0.0,0.0,0.0,0.0,0.0,0.0,4,1,22000000.0,Kepa (Real Madrid)
O. Vlachodimos,Nottingham Forest,Greece,Goalkeeper,29,81,83,1,0.0,0.0,0.0,0.0,0.0,0.0,3,1,21500000.0,O. Vlachodimos (Nottingham Forest)
A. Lookman,Atalanta,Nigeria,Forward,25,81,83,1,86.0,81.0,69.0,85.0,30.0,67.0,4,4,33000000.0,A. Lookman (Atalanta)
Beto,Everton,Portugal,Forward,25,81,83,1,86.0,79.0,59.0,75.0,25.0,84.0,3,3,33000000.0,Beto (Everton)
B. Cristante,Roma,Italy,Midfielder,28,81,82,2,53.0,73.0,78.0,75.0,78.0,82.0,4,3,25000000.0,B. Cristante (Roma)
N. Aké,Manchester City,Netherlands,Defender,28,81,82,3,75.0,53.0,72.0,74.0,82.0,77.0,3,2,24500000.0,N. Aké (Manchester City)
J. Tah,Bayer 04 Leverkusen,Germany,Defender,27,81,82,2,67.0,37.0,59.0,61.0,81.0,85.0,4,2,26000000.0,J. Tah (Bayer 04 Leverkusen)
E. Skhiri,Eintracht Frankfurt,Tunisia,Midfielder,28,81,82,2,63.0,73.0,74.0,76.0,80.0,76.0,3,3,25000000.0,E. Skhiri (Eintracht Frankfurt)
G. Lo Celso,Tottenham Hotspur,Argentina,Midfielder,27,81,82,2,70.0,75.0,83.0,84.0,68.0,73.0,3,4,29500000.0,G. Lo Celso (Tottenham Hotspur)
Yeray,Athletic Club,Spain,Defender,28,81,82,2,64.0,49.0,68.0,65.0,83.0,76.0,3,2,24500000.0,Yeray (Athletic Club)
D. Kamada,Lazio,Japan,Midfielder,26,81,82,2,79.0,73.0,80.0,83.0,54.0,64.0,4,3,30500000.0,D. Kamada (Lazio)
D. Dumfries,Inter,Netherlands,Defender,27,81,82,3,83.0,63.0,70.0,73.0,78.0,89.0,3,2,27000000.0,D. Dumfries (Inter)
Brais Méndez,Real Sociedad,Spain,Midfielder,26,81,82,2,71.0,80.0,82.0,81.0,65.0,73.0,3,4,30000000.0,Brais Méndez (Real Sociedad)
A. Danjuma,Everton,Netherlands,Forward,26,81,82,1,86.0,81.0,76.0,83.0,44.0,67.0,4,4,31000000.0,A. Danjuma (Everton)
M. Terrier,Rennes,France,Midfielder,26,81,82,2,84.0,82.0,75.0,79.0,36.0,72.0,3,3,30500000.0,M. Terrier (Rennes)
G. Ochoa,Salernitana,Mexico,Goalkeeper,37,81,81,1,0.0,0.0,0.0,0.0,0.0,0.0,3,1,2900000.0,G. Ochoa (Salernitana)
Raúl Albiol,Villarreal,Spain,Defender,37,81,81,3,36.0,41.0,62.0,63.0,85.0,68.0,3,2,4600000.0,Raúl Albiol (Villarreal)
I. Rakitić,Sevilla,Croatia,Midfielder,35,81,81,3,50.0,79.0,84.0,78.0,74.0,70.0,4,3,10500000.0,I. Rakitić (Sevilla)
Rui Patrício,Roma,Portugal,Goalkeeper,35,81,81,3,0.0,0.0,0.0,0.0,0.0,0.0,2,1,2900000.0,Rui Patrício (Roma)
E. Capoue,Villarreal,France,Midfielder,34,81,81,2,50.0,75.0,78.0,75.0,79.0,78.0,3,3,12000000.0,E. Capoue (Villarreal)
S. Kjær,Milan,Denmark,Defender,34,81,81,3,59.0,54.0,64.0,60.0,83.0,76.0,3,2,8500000.0,S. Kjær (Milan)
A. Sánchez,Inter,Chile,Forward,34,81,81,4,71.0,83.0,80.0,85.0,48.0,66.0,4,4,12500000.0,A. Sánchez (Inter)
Muniain,Athletic Club,Spain,Midfielder,30,81,81,2,80.0,74.0,81.0,85.0,51.0,60.0,3,4,25000000.0,Muniain (Athletic Club)
L. Hrádecký,Bayer 04 Leverkusen,Finland,Goalkeeper,33,81,81,3,0.0,0.0,0.0,0.0,0.0,0.0,3,1,8500000.0,L. Hrádecký (Bayer 04 Leverkusen)
N. Matić,Rennes,Serbia,Midfielder,34,81,81,3,34.0,67.0,77.0,77.0,79.0,78.0,3,3,9000000.0,N. Matić (Rennes)
B. Leno,Fulham,Germany,Goalkeeper,31,81,81,3,0.0,0.0,0.0,0.0,0.0,0.0,3,1,13500000.0,B. Leno (Fulham)
H. Mkhitaryan,Inter,Armenia,Midfielder,34,81,81,3,78.0,79.0,79.0,83.0,56.0,72.0,5,4,12000000.0,H. Mkhitaryan (Inter)
Danilo,Juventus,Brazil,Defender,31,81,81,2,73.0,67.0,74.0,74.0,83.0,78.0,4,3,17500000.0,Danilo (Juventus)
L. Dunk,Brighton & Hove Albion,England,Defender,31,81,81,2,45.0,51.0,66.0,66.0,82.0,80.0,3,2,17500000.0,L. Dunk (Brighton & Hove Albion)
Danilo Pereira,Paris Saint Germain,Portugal,Midfielder,31,81,81,3,50.0,63.0,70.0,71.0,80.0,86.0,3,3,18000000.0,Danilo Pereira (Paris Saint Germain)
G. Kondogbia,Olympique de Marseille,Central African Republic,Midfielder,30,81,81,2,69.0,75.0,76.0,76.0,81.0,89.0,3,3,24500000.0,G. Kondogbia (Olympique de Marseille)
Felipe Anderson,Lazio,Brazil,Forward,30,81,81,3,87.0,78.0,77.0,85.0,63.0,73.0,4,4,25000000.0,Felipe Anderson (Lazio)
Mário Rui,Napoli,Portugal,Defender,32,81,81,2,81.0,57.0,77.0,80.0,76.0,68.0,3,3,18000000.0,Mário Rui (Napoli)
A. Milik,Juventus,Poland,Forward,29,81,81,3,59.0,83.0,72.0,78.0,40.0,74.0,3,3,25500000.0,A. Milik (Juventus)
M. Arnold,VfL Wolfsburg,Germany,Midfielder,29,81,81,2,66.0,79.0,79.0,78.0,76.0,75.0,2,3,22000000.0,M. Arnold (VfL Wolfsburg)
L. Trossard,Arsenal,Belgium,Forward,28,81,81,2,81.0,80.0,78.0,84.0,30.0,61.0,4,4,26500000.0,L. Trossard (Arsenal)
William Carvalho,Real Betis,Portugal,Midfielder,31,81,81,2,45.0,68.0,78.0,76.0,76.0,84.0,4,3,18000000.0,William Carvalho (Real Betis)
Lucas Vázquez,Real Madrid,Spain,Defender,32,81,81,2,81.0,73.0,80.0,80.0,73.0,69.0,4,4,18000000.0,Lucas Vázquez (Real Madrid)
G. Laborde,Nice,France,Forward,29,81,81,2,72.0,81.0,76.0,79.0,40.0,79.0,4,3,25500000.0,G. Laborde (Nice)
Rui Silva,Real Betis,Portugal,Goalkeeper,29,81,81,1,0.0,0.0,0.0,0.0,0.0,0.0,3,1,17500000.0,Rui Silva (Real Betis)
B. Bourigeaud,Rennes,France,Midfielder,29,81,81,2,73.0,77.0,82.0,81.0,67.0,76.0,3,3,25000000.0,B. Bourigeaud (Rennes)
D. Zapata,Torino,Colombia,Forward,32,81,81,2,75.0,80.0,63.0,77.0,35.0,85.0,4,3,21000000.0,D. Zapata (Torino)
Iñaki Williams,Athletic Club,Ghana,Midfielder,29,81,81,2,94.0,78.0,71.0,79.0,43.0,84.0,2,4,25500000.0,Iñaki Williams (Athletic Club)
A. Kramarić,TSG Hoffenheim,Croatia,Forward,32,81,81,3,72.0,81.0,76.0,82.0,32.0,74.0,4,4,21000000.0,A. Kramarić (TSG Hoffenheim)
M. Politano,Napoli,Italy,Forward,29,81,81,2,83.0,77.0,78.0,84.0,42.0,55.0,4,4,25500000.0,M. Politano (Napoli)
Diego Carlos,Aston Villa,Brazil,Defender,30,81,81,2,67.0,47.0,63.0,67.0,81.0,77.0,4,3,21000000.0,Diego Carlos (Aston Villa)
Fabián Ruiz,Paris Saint Germain,Spain,Midfielder,27,81,81,2,55.0,78.0,79.0,80.0,74.0,72.0,3,4,27500000.0,Fabián Ruiz (Paris Saint Germain)
Adryan Zonta,Bragantino,Brazil,Defender,31,81,81,1,93.0,66.0,75.0,76.0,72.0,77.0,4,2,18500000.0,Adryan Zonta (Bragantino)
Rosival Dourado,Corinthians,Brazil,Midfielder,23,81,81,1,77.0,57.0,74.0,77.0,82.0,69.0,4,2,26500000.0,Rosival Dourado (Corinthians)
Adriano Bisesi,Bragantino,Brazil,Forward,31,81,81,1,78.0,84.0,62.0,72.0,33.0,72.0,3,4,22000000.0,Adriano Bisesi (Bragantino)
Welington Dano,Atlético Mineiro,Brazil,Defender,23,81,81,1,79.0,54.0,76.0,79.0,75.0,74.0,4,4,27000000.0,Welington Dano (Atlético Mineiro)
Nailton Suzuki,Atlético Mineiro,Brazil,Midfielder,27,81,81,1,82.0,73.0,77.0,82.0,52.0,71.0,4,3,27500000.0,Nailton Suzuki (Atlético Mineiro)
Oswaldinato,Flamengo,Brazil,Forward,31,81,81,1,76.0,81.0,67.0,77.0,20.0,79.0,3,2,22000000.0,Oswaldinato (Flamengo)
M. Almirón,Newcastle United,Paraguay,Forward,29,81,81,2,87.0,77.0,75.0,81.0,56.0,64.0,2,4,25500000.0,M. Almirón (Newcastle United)
Reinildo,Atlético Madrid,Mozambique,Defender,29,81,81,1,84.0,55.0,68.0,75.0,80.0,79.0,3,3,22500000.0,Reinildo (Atlético Madrid)
J. Clauss,Olympique de Marseille,France,Defender,30,81,81,2,83.0,69.0,76.0,78.0,70.0,70.0,3,3,22000000.0,J. Clauss (Olympique de Marseille)
A. Rrahmani,Napoli,Kosovo,Defender,29,81,81,1,63.0,51.0,58.0,62.0,83.0,80.0,4,2,21500000.0,A. Rrahmani (Napoli)
K. Adeyemi,Borussia Dortmund,Germany,Midfielder,21,80,87,2,96.0,77.0,71.0,81.0,34.0,68.0,4,4,43000000.0,K. Adeyemi (Borussia Dortmund)
Gonçalo Ramos,Paris Saint Germain,Portugal,Forward,22,80,87,1,77.0,78.0,65.0,77.0,47.0,82.0,4,2,43000000.0,Gonçalo Ramos (Paris Saint Germain)
Arnau Martínez,Girona,Spain,Defender,20,80,87,1,79.0,50.0,72.0,76.0,76.0,70.0,3,2,39500000.0,Arnau Martínez (Girona)
T. Kubo,Real Sociedad,Japan,Forward,22,80,86,3,84.0,75.0,76.0,83.0,40.0,60.0,4,4,34000000.0,T. Kubo (Real Sociedad)
D. Frattesi,Inter,Italy,Midfielder,23,80,86,1,79.0,71.0,78.0,81.0,68.0,70.0,4,3,33000000.0,D. Frattesi (Inter)
E. Elmas,Napoli,North Macedonia,Midfielder,23,80,86,2,75.0,73.0,76.0,84.0,66.0,69.0,4,4,33500000.0,E. Elmas (Napoli)
J. Álvarez,Manchester City,Argentina,Forward,23,80,86,2,79.0,81.0,76.0,83.0,55.0,76.0,4,4,33500000.0,J. Álvarez (Manchester City)
G. Mamardashvili,Valencia,Georgia,Goalkeeper,22,80,86,2,0.0,0.0,0.0,0.0,0.0,0.0,3,1,27500000.0,G. Mamardashvili (Valencia)
Brahim,Real Madrid,Spain,Midfielder,23,80,85,1,81.0,71.0,77.0,83.0,30.0,49.0,5,4,32000000.0,Brahim (Real Madrid)
B. Kamara,Aston Villa,France,Midfielder,23,80,85,2,68.0,54.0,72.0,73.0,80.0,79.0,3,3,29000000.0,B. Kamara (Aston Villa)
J. Foyth,Villarreal,Argentina,Defender,25,80,85,1,71.0,46.0,71.0,72.0,81.0,77.0,3,3,29000000.0,J. Foyth (Villarreal)
Zubimendi,Real Sociedad,Spain,Midfielder,24,80,85,1,64.0,65.0,74.0,75.0,78.0,71.0,4,3,29000000.0,Zubimendi (Real Sociedad)
M. Caicedo,Chelsea,Ecuador,Midfielder,21,80,85,2,74.0,63.0,72.0,77.0,77.0,74.0,3,3,29500000.0,M. Caicedo (Chelsea)
T. Abraham,Roma,England,Forward,25,80,84,2,81.0,76.0,66.0,77.0,36.0,80.0,3,3,29500000.0,T. Abraham (Roma)
E. Palacios,Bayer 04 Leverkusen,Argentina,Midfielder,24,80,84,2,64.0,74.0,77.0,79.0,79.0,73.0,4,3,30000000.0,E. Palacios (Bayer 04 Leverkusen)
Zubeldia,Real Sociedad,Spain,Defender,26,80,84,1,72.0,63.0,74.0,73.0,80.0,81.0,3,2,26000000.0,Zubeldia (Real Sociedad)
Diogo Dalot,Manchester United,Portugal,Defender,24,80,84,2,81.0,61.0,76.0,78.0,75.0,79.0,4,4,28000000.0,Diogo Dalot (Manchester United)
Fran Beltrán,Celta de Vigo,Spain,Midfielder,24,80,84,1,58.0,56.0,78.0,77.0,78.0,66.0,3,3,27500000.0,Fran Beltrán (Celta de Vigo)
F. Medina,Lens,Argentina,Defender,24,80,84,2,71.0,36.0,69.0,70.0,80.0,78.0,2,3,27000000.0,F. Medina (Lens)
K. Danso,Lens,Austria,Defender,24,80,84,2,78.0,32.0,55.0,62.0,79.0,85.0,3,2,27000000.0,K. Danso (Lens)
N. Zaniolo,Aston Villa,Italy,Midfielder,23,80,84,2,83.0,78.0,72.0,81.0,51.0,86.0,3,4,30000000.0,N. Zaniolo (Aston Villa)
A. Laurienté,Sassuolo,France,Forward,24,80,84,1,84.0,76.0,75.0,82.0,35.0,47.0,3,4,30000000.0,A. Laurienté (Sassuolo)
Y. Fofana,Monaco,France,Midfielder,24,80,84,2,69.0,67.0,74.0,77.0,78.0,79.0,3,3,27500000.0,Y. Fofana (Monaco)
